carbonization_temperature_C,d002_nm,id_ig,ssa_m2_g,electrolyte_type,current_density_mA_g,ice,lce,plateau_capacity_mAh_g,carbonization_time_h,heating_rate_C_min,pore_volume_cm3_g,lc_nm,la_nm,record_id,doi,material_name,category,electrolyte_text,reversible_capacity_mAh_g,mapping_method,mapping_found
1400.0,0.371,1.449275362,17.34,0,20.0,0.8643000000000001,1.8514733639177696,203.21,2.0,3.0,0.018,3.571,3.65,,Temperature-regulated biomass-derived hard carbon as a superior anode for sodium-ion batteries,HC-1400,酯类,1 M NaPF6 dissolved in a solvent of 1 : 1 volume ratio of ethylene carbonate (EC) and dimethyl carbonate (DMC),292.7,primary_exact,True
1600.0,0.37,1.204819277,11.99,0,20.0,0.7701,1.2088759447760686,201.4,2.0,3.0,0.005,7.337,3.76,,Temperature-regulated biomass-derived hard carbon as a superior anode for sodium-ion batteries,HC-1600,酯类,1 M NaPF6 dissolved in a solvent of 1 : 1 volume ratio of ethylene carbonate (EC) and dimethyl carbonate (DMC),262.2,primary_exact,True
1300.0,0.38,1.17,285.8,0,25.0,0.7256999999999999,0.9729143083405332,176.47,6.0,0.5,0.056,,,955.0,Three-dimensional hierarchical porous hard carbon for excellent sodium/potassium storage and mechanism investigation,NPHC,酯类,"1 M NaClO4 solution in a mixture (1:1, in vol%) of EC and DEC",336.0,primary_exact,True
1300.0,0.372,1.05,6.9,0,25.0,0.73,0.994622575144062,150.33,6.0,0.5,0.0013,,,,Three-dimensional hierarchical porous hard carbon for excellent sodium/potassium storage and mechanism investigation,NHC,酯类,"1 M NaClO4 solution in a mixture (1:1, in vol%) of EC and DEC",292.0,primary_exact,True
1300.0,0.378,1.03,2.9,0,25.0,0.7881999999999999,1.3141094315935966,138.56,6.0,0.5,0.00042,,,,Three-dimensional hierarchical porous hard carbon for excellent sodium/potassium storage and mechanism investigation,HC-commercial,酯类,"1 M NaClO4 solution in a mixture (1:1, in vol%) of EC and DEC",268.0,primary_exact,True
1100.0,0.39,1.07,122.5,0,100.0,0.5683,0.274918545741644,0.0,5.0,5.0,,,,972.0,A novel strategy for the synthesis of hard carbon spheres encapsulated with graphene networks as a low-cost and large-scalable anode material for fast sodium storage with an ultralong cycle life,HCS,酯类,1 M NaClO4 in ethylene carbonate (EC) and diethyl carbonate (DEC) (1 : 1 by volume) with 2% fluoroethylene carbonate (FEC),308.0,primary_exact,True
1200.0,0.392,1.22,158.0,0,33.0,0.59,0.3639653772014115,163.38,,5.0,,,,983.0,Activation-free N-doped porous carbon to enhance surface-driven K storage vs intercalation dominated Na storage,NPC,酯类,1 M NaPF6 EC/DEC with volume ratio of 1:1 ,342.0,primary_exact,True
700.0,0.351,1.62,5.75,0,30.0,0.57,0.2818511521409875,0.0,2.0,5.0,,,,984.0,Binder less-integrated freestanding carbon film derived from pitch as light weight and high-power anode for sodium-ion battery,P-700,酯类,1M NaClO4 in propylene carbonate,215.0,primary_exact,True
1100.0,0.38,1.51,316.0,0,100.0,0.5429999999999999,0.1724259290397304,112.57,2.0,,0.481,,,988.0,Boosting the sodium storage performance of coal-based carbon materials through structure modification by solvent extraction,ECC-1100,酯类,1.0 M NaClO4 in ethylene carbonate and dimethyl carbonate (1: 1 in volume),306.0,primary_exact,True
1100.0,0.37,1.34,296.0,0,100.0,0.5579999999999999,0.2330490803036126,72.79,2.0,,0.27,,,,Boosting the sodium storage performance of coal-based carbon materials through structure modification by solvent extraction,CC-1100,酯类,1.0 M NaClO4 in ethylene carbonate and dimethyl carbonate (1: 1 in volume),215.0,primary_exact,True
1000.0,0.386,2.22,74.7,0,100.0,0.68,0.7537718023763803,67.64,2.0,3.0,0.044,1.57,,,Cedarwood Bark-Derived Hard Carbon as an Anode for High-Performance Sodium-Ion Batteries,CBC1000,酯类,1 M CF3NaO3S in a 1:1 volume ratio of diethyl carbonate (DEC) and ethylene carbonate (EC),217.5,fallback_exact_temp_d002_ssa,True
800.0,0.38,1.03,188.0,0,100.0,0.5125,0.0500104205746612,0.0,3.0,3.0,0.36,,,,"Chemical Grafting-derived N, P Co-doped Hollow Microporous Carbon Spheres for High-Performance Sodium-ion Battery Anodes",NP-HCS,酯类,1 M NaClO4 (Alfa Aesar) dissolved in ethyl carbonate (Sigma-Aldrich) and diethyl carbonate (Sigma-Aldrich) (1:1 by volume) with 5 vol% of fluoroethylene carbonate,230.62,primary_exact,True
800.0,0.41,1.1,478.0,0,100.0,0.469,-0.1241592527956595,0.0,3.0,3.0,0.55,,,,"Chemical Grafting-derived N, P Co-doped Hollow Microporous Carbon Spheres for High-Performance Sodium-ion Battery Anodes",NP-HPCS,酯类,1 M NaClO4 (Alfa Aesar) dissolved in ethyl carbonate (Sigma-Aldrich) and diethyl carbonate (Sigma-Aldrich) (1:1 by volume) with 5 vol% of fluoroethylene carbonate,274.0,primary_exact,True
1050.0,0.366,1.11,154.0,1,50.0,0.579,0.3186696438906136,0.0,,,0.203,1.73,2.13,1021.0,Engineering Surface Oxygenated Functionalities on Commercial Carbon toward Ultrafast Sodium Storage in Ether-Based Electrolytes,CBC13,醚类,"1.0 M sodium triflate (NaCF3SO3, 98%, Sigma-Aldrich) into diethylene glycol dimethyl ether (DEGDME, 98.9%, Sigma-Aldrich) ",505.0,primary_exact,True
1050.0,0.365,1.14,162.0,1,50.0,0.574,0.2981900500501958,0.0,,,0.225,1.73,2.11,,Engineering Surface Oxygenated Functionalities on Commercial Carbon toward Ultrafast Sodium Storage in Ether-Based Electrolytes,CBCH13,醚类,"1.0 M sodium triflate (NaCF3SO3, 98%, Sigma-Aldrich) into diethylene glycol dimethyl ether (DEGDME, 98.9%, Sigma-Aldrich) ",175.0,primary_exact,True
900.0,0.373,2.64,3.297,0,30.0,0.5579999999999999,0.2330490803036126,76.5,,,0.003,1.96,1.07,1026.0,Extended low-voltage plateau capacity of hard carbon spheres anode for sodium ion batteries,HCS-900,酯类,1 mol L-1 NaClO4 dissolved in ethylene carbonate (EC)/dimethyl carbonate (DMC) (1:1 by volume),217.8,primary_exact,True
1100.0,0.374,2.19,9.521,0,30.0,0.6859999999999999,0.7814846418176316,180.9,,,0.015,2.08,1.12,,Extended low-voltage plateau capacity of hard carbon spheres anode for sodium ion batteries,HCS-1100,酯类,1 mol L-1 NaClO4 dissolved in ethylene carbonate (EC)/dimethyl carbonate (DMC) (1:1 by volume),314.5,primary_exact,True
1300.0,0.37,1.98,24.017,0,30.0,0.72,0.9444616088408512,174.87,,,0.019,2.13,1.21,,Extended low-voltage plateau capacity of hard carbon spheres anode for sodium ion batteries,HCS-1300,酯类,1 mol L-1 NaClO4 dissolved in ethylene carbonate (EC)/dimethyl carbonate (DMC) (1:1 by volume),303.6,primary_exact,True
1500.0,0.366,1.58,11.577,0,30.0,0.736,1.02528101558256,200.5,,,0.016,2.41,1.31,,Extended low-voltage plateau capacity of hard carbon spheres anode for sodium ion batteries,HCS-1500,酯类,1 mol L-1 NaClO4 dissolved in ethylene carbonate (EC)/dimethyl carbonate (DMC) (1:1 by volume),304.0,primary_exact,True
1700.0,0.363,1.45,9.609,0,30.0,0.716,0.9247059287994396,214.07,,,0.013,2.81,1.59,,Extended low-voltage plateau capacity of hard carbon spheres anode for sodium ion batteries,HCS-1700,酯类,1 mol L-1 NaClO4 dissolved in ethylene carbonate (EC)/dimethyl carbonate (DMC) (1:1 by volume),301.5,primary_exact,True
1900.0,0.358,1.31,11.254,0,30.0,0.688,0.7907856501238609,212.56,,,0.013,3.07,1.61,,Extended low-voltage plateau capacity of hard carbon spheres anode for sodium ion batteries,HCS-1900,酯类,1 mol L-1 NaClO4 dissolved in ethylene carbonate (EC)/dimethyl carbonate (DMC) (1:1 by volume),294.6,primary_exact,True
800.0,0.359,1.74,5.0,0,20.0,0.53,0.1201443118420634,0.0,3.0,5.0,,,,1039.0,Facile regulation of carbon framework from the microporous to low-porous via molecular crosslinker design and enhanced Na storage,LPCHP,酯类,1 M NaClO4 in a solvent mixture of ethylene carbonate (EC) and dimethyl carbonate (DMC) (1:1 by volume) with 5 wt% fluoroethylene carbonate (FEC) ,143.0,primary_exact,True
1200.0,0.39,1.63,10.055,0,30.0,0.79,1.3249254147435987,98.77,2.0,,,1.9,,1044.0,"Hard Carbon Micro-Nano Tubes Derived from Kapok Fiber as Anode Materials 
for Sodium-Ion Batteries and the Sodium-Ion Storage Mechanism",1200HCMNT,酯类,"1 M NaClO4 or NaPF6 in ethylene carbonate (EC) and dimethyl carbonate 
(DMC) (1:1 w/w)",228.6,primary_exact,True
1400.0,0.38,1.71,9.162,0,30.0,0.8,1.3862943611198908,120.9,2.0,,,1.89,,,"Hard Carbon Micro-Nano Tubes Derived from Kapok Fiber as Anode Materials 
for Sodium-Ion Batteries and the Sodium-Ion Storage Mechanism",1400HCMNT,酯类,"1 M NaClO4 or NaPF6 in ethylene carbonate (EC) and dimethyl carbonate 
(DMC) (1:1 w/w)",292.5,primary_exact,True
1300.0,0.3978,2.3253,563.52,0,25.0,0.64,0.5753641449035619,135.22,3.0,,,1.4248,3.103,,Hard carbon microspheres derived from resorcinol formaldehyde resin as high-performance anode materials for sodium-ion battery,RFHC-1300,酯类,"(1 M NaClO4 dissolved in ethylene carbonate (EC), and diethyl carbonate (DEC) (1:1 in volume, Fosai)",240.0,primary_exact,True
1500.0,0.3891,2.0068,450.23,0,25.0,0.57,0.2818511521409875,124.91,3.0,,,1.4715,3.427,,Hard carbon microspheres derived from resorcinol formaldehyde resin as high-performance anode materials for sodium-ion battery,RFHC-1500,酯类,"(1 M NaClO4 dissolved in ethylene carbonate (EC), and diethyl carbonate (DEC) (1:1 in volume, Fosai)",214.0,primary_exact,True
700.0,0.3786,2.13,307.2,0,20.0,0.4,-0.4054651081081643,0.0,2.0,10.0,,,,1058.0,Hierarchical porous hard carbon enables integral solid electrolyte interphase as robust anode for sodium-ion batteries,HC-7,酯类,"1 mol·L-1 NaClO4 in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1, by volume) ",,primary_exact,True
700.0,0.3941,2.7,602.1,0,20.0,0.34,-0.663294217410264,0.0,2.0,10.0,,,,,Hierarchical porous hard carbon enables integral solid electrolyte interphase as robust anode for sodium-ion batteries,NHC-7,酯类,"1 mol·L-1 NaClO4 in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1, by volume) ",324.7,primary_exact,True
1100.0,0.373,2.285,35.741,0,25.0,0.6990000000000001,0.8425404774849349,93.01,2.0,,0.079,1.671,5.981,1066.0,High-performance sodium-ion storage: multi-channel carbon nanofiber freestanding anode contrived via ingenious solvent-induced phase separation,PCF,酯类,1 M NaClO4 in ethyl carbonate (EC)/dimethyl carbonate (DMC) (1 : 1 by volume),226.3,primary_exact,True
1100.0,0.374,2.296,47.019,0,25.0,0.7440000000000001,1.06686359035353,113.15,2.0,,0.085,1.567,5.407,,High-performance sodium-ion storage: multi-channel carbon nanofiber freestanding anode contrived via ingenious solvent-induced phase separation,MCCF-1,酯类,1 M NaClO4 in ethyl carbonate (EC)/dimethyl carbonate (DMC) (1 : 1 by volume),254.6,primary_exact,True
1100.0,0.379,2.827,88.864,0,25.0,0.737,1.030433860011572,146.34,2.0,,0.131,1.552,5.334,,High-performance sodium-ion storage: multi-channel carbon nanofiber freestanding anode contrived via ingenious solvent-induced phase separation,MCCF-5	,酯类,1 M NaClO4 in ethyl carbonate (EC)/dimethyl carbonate (DMC) (1 : 1 by volume),366.5,primary_exact,True
1100.0,0.38,2.553,355.024,0,25.0,0.684,0.7722157040356386,129.58,2.0,,0.282,1.548,4.577,,High-performance sodium-ion storage: multi-channel carbon nanofiber freestanding anode contrived via ingenious solvent-induced phase separation,MCCF-10	,酯类,1 M NaClO4 in ethyl carbonate (EC)/dimethyl carbonate (DMC) (1 : 1 by volume),320.7,primary_exact,True
1200.0,0.4028,1.28,11.33,0,50.0,0.7039,0.8659390655065401,120.69,,5.0,,,,,Hyperaccumulation Route to Ca-Rich Hard Carbon Materials with Cation Self-Incorporation and Interlayer Spacing Optimization for High-Performance Sodium-Ion Batteries,HC-1200,酯类, 1 M NaClO4 dissolved in 1 L propylene carbonate (PC) with (5 vol %) fluoroethylene carbonate ,326.7,fallback_exact_temp_d002_ssa,True
1200.0,0.3812,1.33,12.73,0,50.0,0.6896,0.7982499310404197,90.64,,5.0,,,,,Hyperaccumulation Route to Ca-Rich Hard Carbon Materials with Cation Self-Incorporation and Interlayer Spacing Optimization for High-Performance Sodium-Ion Batteries,HC-1200H,酯类, 1 M NaClO4 dissolved in 1 L propylene carbonate (PC) with (5 vol %) fluoroethylene carbonate ,284.73,fallback_exact_temp_d002_ssa,True
1300.0,0.375,1.077,6.78,0,25.0,0.767,1.1914483478015556,241.11,3.0,,,1.67,2.82,1092.0,Lignin-Derived Hard Carbon Microspheres Synthesized via Emulsion-Solvent Evaporation as Anode for Sodium Storage,PL-1300,酯类,1 m NaClO4 dissolved in a mixture of diethyl carbonate (DEC) and ethylene carbonate (EC) with a volume ratio of 1:1,338.5,primary_exact,True
1300.0,0.366,1.024,5.34,0,25.0,0.82,1.5163474893680882,193.75,3.0,,,1.78,3.14,,Lignin-Derived Hard Carbon Microspheres Synthesized via Emulsion-Solvent Evaporation as Anode for Sodium Storage,LA31-1300,酯类,1 m NaClO4 dissolved in a mixture of diethyl carbonate (DEC) and ethylene carbonate (EC) with a volume ratio of 1:1,296.5,primary_exact,True
1300.0,0.356,1.002,4.74,0,25.0,0.748,1.087973890463054,172.22,3.0,,,1.89,3.54,,Lignin-Derived Hard Carbon Microspheres Synthesized via Emulsion-Solvent Evaporation as Anode for Sodium Storage,LA13-1300,酯类,1 m NaClO4 dissolved in a mixture of diethyl carbonate (DEC) and ethylene carbonate (EC) with a volume ratio of 1:1,280.0,primary_exact,True
1000.0,0.38,3.05,56.0,0,20.0,0.77,1.2083112059245342,73.46,5.0,5.0,,,,1097.0,Low-cost lignite-derived hard carbon for high-performance sodium-ion storage,a-LC-1000,酯类,1 M NaPF6 in ethylene carbonate (EC) and dimethyl carbonate (DEC) (1:1 in volume),214.0,primary_exact,True
1200.0,0.379,2.96,31.0,0,20.0,0.82,1.5163474893680882,108.46,5.0,5.0,,,,,Low-cost lignite-derived hard carbon for high-performance sodium-ion storage,a-LC-1200,酯类,1 M NaPF6 in ethylene carbonate (EC) and dimethyl carbonate (DEC) (1:1 in volume),256.0,primary_exact,True
1400.0,0.374,2.43,11.0,0,20.0,0.83,1.5856272637403817,125.77,5.0,5.0,,,,,Low-cost lignite-derived hard carbon for high-performance sodium-ion storage,a-LC-1400,酯类,1 M NaPF6 in ethylene carbonate (EC) and dimethyl carbonate (DEC) (1:1 in volume),242.0,primary_exact,True
1600.0,0.369,2.16,5.0,0,20.0,0.83,1.5856272637403817,138.08,5.0,5.0,,,,,Low-cost lignite-derived hard carbon for high-performance sodium-ion storage,a-LC-1600,酯类,1 M NaPF6 in ethylene carbonate (EC) and dimethyl carbonate (DEC) (1:1 in volume),234.0,primary_exact,True
1300.0,0.374,1.59,20.74,0,50.0,0.72,0.9444616088408512,116.91,2.0,3.0,0.027,1.68,,,Nonignorable Influence of Oxygen in Hard Carbon for Sodium Ion Storage,BPC-1300,酯类,"1M 
NaClO4 in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume) with 
2 wt% fluoroethylene carbonate (FEC) ",319.0,fallback_exact_temp_d002_ssa,True
1000.0,0.374,1.54,11.8,0,25.0,0.61,0.4473122180436648,80.0,1.0,5.0,,1.09,4.79,1114.0,Optimizing the Crystallite Structure of Lignin-Based Nanospheres by Resinification for High-Performance Sodium-Ion Battery Anodes,CLRS-2-1000,酯类,1 m NaClO4 dissolved in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume) with 5% fluoroethylene carbonate (FEC),267.0,fallback_exact_temp_d002_ssa,True
1300.0,0.368,1.41,12.6,0,25.0,0.7,0.8472978603872034,182.9,1.0,5.0,,1.14,5.22,,Optimizing the Crystallite Structure of Lignin-Based Nanospheres by Resinification for High-Performance Sodium-Ion Battery Anodes,CLRS-2-1300,酯类,1 m NaClO4 dissolved in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume) with 5% fluoroethylene carbonate (FEC),329.0,fallback_exact_temp_d002_ssa,True
1600.0,0.361,0.78,11.2,0,25.0,0.74,1.0459685551826876,202.8,1.0,5.0,,1.27,5.95,,Optimizing the Crystallite Structure of Lignin-Based Nanospheres by Resinification for High-Performance Sodium-Ion Battery Anodes,CLRS-2-1600,酯类,1 m NaClO4 dissolved in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume) with 5% fluoroethylene carbonate (FEC),324.0,fallback_exact_temp_d002_ssa,True
1000.0,0.375,1.79,13.2,0,25.0,0.62,0.4895482253187058,93.0,1.0,5.0,,1.13,5.51,,Optimizing the Crystallite Structure of Lignin-Based Nanospheres by Resinification for High-Performance Sodium-Ion Battery Anodes,CLRS-12-1000,酯类,1 m NaClO4 dissolved in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume) with 5% fluoroethylene carbonate (FEC),265.0,fallback_exact_temp_d002_ssa,True
1300.0,0.37,1.14,16.3,0,25.0,0.74,1.0459685551826876,190.8,1.0,5.0,,1.27,6.13,,Optimizing the Crystallite Structure of Lignin-Based Nanospheres by Resinification for High-Performance Sodium-Ion Battery Anodes,CLRS-12-1300,酯类,1 m NaClO4 dissolved in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume) with 5% fluoroethylene carbonate (FEC),347.0,fallback_exact_temp_d002_ssa,True
1600.0,0.361,0.78,14.6,0,25.0,0.72,0.9444616088408512,210.6,1.0,5.0,,1.36,6.54,,Optimizing the Crystallite Structure of Lignin-Based Nanospheres by Resinification for High-Performance Sodium-Ion Battery Anodes,CLRS-12-1600,酯类,1 m NaClO4 dissolved in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume) with 5% fluoroethylene carbonate (FEC),317.0,fallback_exact_temp_d002_ssa,True
1100.0,0.385,1.051,32.7,0,100.0,0.5655,0.2635143508507284,91.15,6.0,10.0,0.014,,,1123.0,Pore structure regulation of hard carbon: Towards fast and high‐capacity sodium‐ion storage,CWS,酯类,"1 M NaClO4 in ethylene carbonate/dimethyl carbonate (EC/DMC, 1:1 v/v) ",141.2,primary_exact,True
1100.0,0.389,1.047,8.8,0,100.0,0.5945,0.382599842575369,98.65,6.0,10.0,,,,,Pore structure regulation of hard carbon: Towards fast and high‐capacity sodium‐ion storage,CWS-C,酯类,"1 M NaClO4 in ethylene carbonate/dimethyl carbonate (EC/DMC, 1:1 v/v) ",184.5,primary_exact,True
1100.0,0.378,1.084,16.3,0,100.0,0.534,0.136210204834549,105.44,6.0,10.0,,,,,Pore structure regulation of hard carbon: Towards fast and high‐capacity sodium‐ion storage,CWS-K,酯类,"1 M NaClO4 in ethylene carbonate/dimethyl carbonate (EC/DMC, 1:1 v/v) ",167.9,primary_exact,True
1100.0,0.387,1.05,9.4,0,100.0,0.64,0.5753641449035619,149.32,6.0,10.0,0.0005,,,,Pore structure regulation of hard carbon: Towards fast and high‐capacity sodium‐ion storage,CWS-CK,酯类,"1 M NaClO4 in ethylene carbonate/dimethyl carbonate (EC/DMC, 1:1 v/v) ",244.6,primary_exact,True
1200.0,0.394,1.16,38.3,0,100.0,0.7120000000000001,0.9051174312760304,175.0,6.0,,0.00994,2.46,3.54,,Salt and sugar derived high power carbon microspheres anode with excellent low-potential capacity,GCS-0-1200,酯类,1.0 mol L-1 NaClO4 EC: DMC = 1:1 vol%,296.0,fallback_exact_temp_d002_ssa,True
1000.0,0.375,1.15,11.0,0,30.0,0.72,0.9444616088408512,88.38,2.0,5.0,0.021,,0.9,1140.0,Sodium Storage Mechanism Investigations through Structural Changes in Hard Carbons,GC1000,酯类,"A 1 M electrolyte solution containing predried sodium hexafluorophosphate (NaPF6 Alfa Aesar, 99+%) in a predried 1:1 volume mixture of ethylene carbonate and dimethyl carbonate ",265.0,primary_exact,True
1300.0,0.368,1.32,4.0,0,30.0,0.83,1.5856272637403817,134.97,2.0,5.0,0.02,,1.0,,Sodium Storage Mechanism Investigations through Structural Changes in Hard Carbons,GC1300,酯类,"A 1 M electrolyte solution containing predried sodium hexafluorophosphate (NaPF6 Alfa Aesar, 99+%) in a predried 1:1 volume mixture of ethylene carbonate and dimethyl carbonate ",301.0,primary_exact,True
1300.0,0.408,1.016,25.58,0,100.0,0.659,0.6588410572189906,144.4,2.0,2.0,,,,,Solid electrolyte interface stabilization via surface oxygen species functionalization in hard carbon for superior performance sodium-ion batteries,HHC,酯类,1 M NaClO4 in a 1 : 1 mixture of ethylene carbonate (EC) and propylene carbonate (PC) by volume,294.03,primary_exact,True
1300.0,0.383,1.9,103.0,0,25.0,0.7,0.8472978603872034,179.75,2.0,,0.054,2.7,7.61,,Unveiling pseudocapacitive behavior of hard carbon anode materials for sodium-ion batteries,12-200-1300,酯类,1 M NaPF6 in the mixture 1:1 v/v of ethylene carbonate (EC) with diethyl carbonate (DEC),330.0,primary_exact,True
600.0,0.362,0.42,8.67,0,100.0,0.51,0.0400053346136992,0.0,2.0,5.0,1.2e-05,,,1152.0, Utilization of The Indonesian’s Spent Tea Leaves as Promising Porous Hard Carbon Precursors for Anode Materials in Sodium Ion Batteries,STH,酯类,1 M NaClO4 in a 1:1 volume ratio of ethylene carbonate and diethyl carbonate,72.0,primary_exact,True
600.0,0.398,0.75,262.0,0,50.0,0.47,-0.1201443118420633,0.0,2.0,5.0,0.23,,,,2D ultrathin carbon nanosheets with rich N/O content constructed by stripping bulk chitin for high-performance sodium ion batteries,CCNs-600,酯类,1 M NaClO4 in ethylene carbonate (EC) and diethyl carbonate (DEC) (1 : 1 in volume) with FEC (5%),360.0,primary_exact,True
800.0,0.369,0.89,586.0,0,50.0,0.3933,-0.4334617555104884,0.0,2.0,5.0,0.34,,,,2D ultrathin carbon nanosheets with rich N/O content constructed by stripping bulk chitin for high-performance sodium ion batteries,CCNs-800,酯类,1 M NaClO4 in ethylene carbonate (EC) and diethyl carbonate (DEC) (1 : 1 in volume) with FEC (5%),265.0,primary_exact,True
1050.0,0.366,1.07,78.0,1,50.0,0.6132,0.4607833834185197,0.0,,,0.156,1.7,2.26,1169.0,Boosting the Sodium Storage Behaviors of Carbon Materials in Ether-based Electrolyte through the Artificial Manipulation of Microstructure,N330,醚类,ether-based electrolyte.,232.41,primary_exact,True
1050.0,0.365,1.1,233.0,1,50.0,0.6931,0.8146523272982488,0.0,,,0.262,1.67,2.48,,Boosting the Sodium Storage Behaviors of Carbon Materials in Ether-based Electrolyte through the Artificial Manipulation of Microstructure,CBN10,醚类,ether-based electrolyte.,192.58,primary_exact,True
1050.0,0.36,1.24,783.0,1,50.0,0.6061,0.4309479189803791,0.0,,,0.839,1.83,2.24,,Boosting the Sodium Storage Behaviors of Carbon Materials in Ether-based Electrolyte through the Artificial Manipulation of Microstructure,CBN54,醚类,ether-based electrolyte.,101.38,primary_exact,True
750.0,0.381,1.33,8.0,0,30.0,0.6,0.4054651081081642,53.23,6.0,5.0,,,,1176.0,Carbonaceous Anodes Derived from Sugarcane Bagasse for Sodium-Ion Batteries,SB-750,酯类, 1 m NaClO4 in ethylene carbonate/diethyl carbonate mixed solvent (1:1 by volume),250.0,primary_exact,True
1050.0,0.374,0.75,2.0,0,30.0,0.72,0.9444616088408512,109.01,6.0,5.0,,,,,Carbonaceous Anodes Derived from Sugarcane Bagasse for Sodium-Ion Batteries,SB-1050,酯类, 1 m NaClO4 in ethylene carbonate/diethyl carbonate mixed solvent (1:1 by volume),275.0,primary_exact,True
1300.0,0.41,0.787,4.0,0,20.0,0.85,1.7346010553881064,186.44,3.0,,,,,1210.0,Engineering the trap effect of residual oxygen atoms and defects in hard carbon anode towards high initial Coulombic efficiency,C-HC,酯类,"0.8 M NaPF6 in EC and DMC (1:1, V/V)",310.0,primary_exact,True
800.0,0.386,0.99,465.0,1,50.0,0.5485,0.1946119068582448,0.0,1.0,10.0,,,,1212.0,Experimental design and theoretical calculation for sulfur-doped carbon nanofibers as a high performance sodium-ion battery anode,CNFs,醚类,"1 mol L-1 NaFP6 in 1,2-dimethoxyethane (DME)",200.0,primary_exact,True
800.0,0.397,2.5,205.54,0,30.0,0.5,0.0,49.32,2.0,5.0,,1.28,4.39,,Extended “Adsorption–Insertion” Model: A New Insight into the Sodium Storage Mechanism of Hard Carbons,GL-800,酯类,"1 M NaClO4 with 5% 
fluoroethylene carbonate additive dissolved in a mixture of ethylene carbonate and diethyl 
carbonate (1:1 v/v)",313.97,primary_exact,True
1000.0,0.393,2.22,220.92,0,30.0,0.5121,0.048409451646713,93.7,2.0,5.0,,1.51,5.47,,Extended “Adsorption–Insertion” Model: A New Insight into the Sodium Storage Mechanism of Hard Carbons,GL-1000,酯类,"1 M NaClO4 with 5% 
fluoroethylene carbonate additive dissolved in a mixture of ethylene carbonate and diethyl 
carbonate (1:1 v/v)",383.01,fallback_exact_temp_d002_ssa,True
1600.0,0.386,1.18,218.0,0,30.0,0.531,0.1241592527956596,190.0,,3.0,0.41,,7.14,,Hard carbon derived from rice husk as low cost negative electrodes in Na-ion batteries,RH1600,酯类,0.6 M NaPF6 in ethylene (EC) and dimethyl carbonate (DMC) (1:1 in volume) ,276.0,primary_exact,True
800.0,0.391,1.87,76.67,0,50.0,0.598,0.3971386653316105,81.0,2.0,5.0,0.067,0.71,1.56,1225.0,Heteroatom-doped hierarchically porous carbons derived from cucumber stem as high-performance anodes for sodium-ion batteries,HCCS800,酯类,1.0 M NaClO4 in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume) with 5.0% fluoroethylene carbonate (FEC),292.0,primary_exact,True
900.0,0.387,1.82,147.16,0,50.0,0.631,0.536509218500686,81.44,2.0,5.0,0.072,0.75,1.63,,Heteroatom-doped hierarchically porous carbons derived from cucumber stem as high-performance anodes for sodium-ion batteries,HCCS900,酯类,1.0 M NaClO4 in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume) with 5.0% fluoroethylene carbonate (FEC),310.1,primary_exact,True
1000.0,0.383,1.69,253.46,0,50.0,0.649,0.6146464932382243,129.64,2.0,5.0,0.11,0.8,1.76,,Heteroatom-doped hierarchically porous carbons derived from cucumber stem as high-performance anodes for sodium-ion batteries,HCCS1000,酯类,1.0 M NaClO4 in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume) with 5.0% fluoroethylene carbonate (FEC),337.9,primary_exact,True
1100.0,0.38,1.65,312.63,0,50.0,0.622,0.4980458971195918,99.72,2.0,5.0,0.114,0.97,1.98,,Heteroatom-doped hierarchically porous carbons derived from cucumber stem as high-performance anodes for sodium-ion batteries,HCCS1100,酯类,1.0 M NaClO4 in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume) with 5.0% fluoroethylene carbonate (FEC),281.2,primary_exact,True
1000.0,0.369,1.05,1988.9,0,50.0,0.373,-0.5193681209891051,0.0,2.0,5.0,1.63,0.69,1.85,,Heteroatom-doped hierarchically porous carbons derived from cucumber stem as high-performance anodes for sodium-ion batteries,HCCS1000A,酯类,1.0 M NaClO4 in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume) with 5.0% fluoroethylene carbonate (FEC),458.6,primary_exact,True
800.0,0.4,0.93,331.4,0,50.0,0.4545,-0.1825048916555919,0.0,4.0,5.0,,,,1234.0,High-Performance Na-Ion Storage of S-Doped Porous Carbon Derived from Conjugated Microporous Polymers,SC-800,酯类,"ethylene carbonate and propylene carbonate (1:1, w/w) with 1 M NaClO4",504.85,primary_exact,True
